DATE,WALCL,SPY,WALCL.RESCALE,SPY.RESCALE
2016-05-18,4473741,201.636896,0.9884464302,0.8088975255
2016-05-25,4461111,205.937088,0.9849996807,0.8335880526
2016-06-01,4461393,206.91128,0.985076639,0.8391815968
2016-06-08,4463542,208.977727,0.9856631049,0.8510465706
2016-06-15,4472817,204.431528,0.988194269,0.8249435386
2016-06-22,4482009,205.840853,0.9907027821,0.8330354975
2016-06-29,4466482,204.416484,0.9864654362,0.8248571601
2016-07-06,4470605,207.383915,0.9875906102,0.8418953378
2016-07-13,4472202,212.586807,0.9880264344,0.8717689215
2016-07-20,4480973,214.733247,0.9904200559,0.8840931933
2016-07-27,4464498,214.169443,0.985923999,0.8808559849
2016-08-03,4466793,213.833123,0.9865503086,0.8789249274
2016-08-10,4468929,215.27728,0.9871332268,0.8872168821
2016-08-17,4466476,215.99935,0.9864637988,0.8913628107
2016-08-24,4473840,215.485006,0.9884734475,0.888409588
2016-08-31,4457907,215.020108,0.9841253034,0.8857402708
2016-09-07,4459394,216.632402,0.9845311083,0.8949976223
2016-09-14,4481635,210.836018,0.9906007169,0.8617163696
2016-09-21,4473032,214.555398,0.9882529428,0.883072033
2016-09-28,4452002,215.370586,0.9825138184,0.8877526197
2016-10-05,4459407,214.366509,0.9845346561,0.881987484
2016-10-12,4457698,212.457761,0.9840682669,0.8710279747
2016-10-19,4467382,213.024414,0.9867110478,0.8742815413
2016-10-26,4454326,212.487584,0.9831480421,0.8711992102
2016-11-02,4453087,208.511023,0.9828099168,0.8483668838
2016-11-09,4455087,215.112115,0.9833557204,0.8862685498
2016-11-16,4453633,216.593374,0.9829589212,0.8947735342
2016-11-23,4465782,219.406793,0.9862744049,0.9109274171
2016-11-30,4446307,219.088676,0.9809596427,0.9091008762
2016-12-07,4448618,223.28395,0.9815903188,0.9331889928
2016-12-14,4470973,224.556449,0.9876910381,0.9404953343
2016-12-21,4469089,225.770004,0.9871768911,0.9474632354
2016-12-28,4451451,224.399994,0.9823634495,0.9395970124
2017-01-04,4453101,226.580002,0.9828137374,0.9521140225
2017-01-11,4452509,227.100006,0.9826521796,0.9550997434
2017-01-18,4460758,226.75,0.9849033464,0.9530901046
2017-01-25,4452838,229.570007,0.9827419643,0.969281814
2017-02-01,4453881,227.619995,0.9830266008,0.9580853781
2017-02-08,4456236,229.240005,0.9836692845,0.9673870327
2017-02-15,4454676,234.919998,0.9832435577,1
